Artist,Song,Year,album_id,Album,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Genres
5 Seconds Of Summer,Youngblood,2019,2D0Hi3Jj6RFnpWDcSa0Otu,Youngblood (Deluxe),2018-06-15,0.596,0.854,7,-5.114,0,0.463,0.0169,0.0,0.124,0.152,120.274,203418,4,"['boy band', 'pop']"
Drake Featuring Rick Ross,Money In The Grave,2019,00HZxSA1sOS9T3nA950sg4,The Best In The World Pack,2019-06-15,0.831,0.502,10,-4.045,0,0.046,0.101,0.0,0.122,0.101,100.541,205427,4,"['dirty south rap', 'gangster rap', 'hip hop', 'rap', 'southern hip hop', 'trap']"
Dan + Shay,Speechless,2019,0g1F5eGVwX4Sxi1n8ojPkE,Dan + Shay,2018-06-22,0.616,0.438,1,-5.968,1,0.0298,0.356,0.0,0.24,0.386,135.929,213387,4,"['contemporary country', 'country', 'country road']"
Ariana Grande,"Break Up With Your Girlfriend, I'm Bored",2019,2fYhqwDWXjbpjaIJPEfKFw,"thank u, next",2019-02-08,0.726,0.554,5,-5.29,0,0.0917,0.0421,0.0,0.106,0.335,169.999,190440,4,['pop']
Cardi B & Bruno Mars,Please Me,2019,5TlQ2moqWicDMAFASeeCZY,Enough (Miami),2024-03-15,0.926,0.791,5,-4.553,1,0.273,0.00255,0.0,0.0772,0.473,139.166,158727,5,"['pop', 'rap']"
Cardi B,Money,2019,2drqVzCt52KiDxKgl0Rq0P,Money,2018-10-23,0.95,0.59,8,-6.508,0,0.29,0.00534,0.0,0.11,0.219,130.003,183527,4,"['pop', 'rap']"
Taylor Swift,You Need To Calm Down,2019,1NAmidJlEaVgA3MpcPFYGq,Lover,2019-08-23,0.771,0.671,2,-5.617,1,0.0553,0.00929,0.0,0.0637,0.714,85.026,171360,4,['pop']
Lil Nas X,Panini,2019,71BrrQxz8mZAneNSDE9Lov,Panini,2019-09-13,0.703,0.594,5,-6.146,0,0.0752,0.342,0.0,0.123,0.475,153.848,114893,4,['lgbtq+ hip hop']
A Boogie Wit da Hoodie,Look Back At It,2019,3r5hf3Cj3EMh1C2saQ8jyt,Hoodie SZN,2018-12-21,0.791,0.587,3,-5.075,0,0.0413,0.407,0.0,0.148,0.536,96.057,179449,4,"['melodic rap', 'rap', 'trap']"
21 Savage,A Lot,2019,007DWn799UWvfY1wwZeENR,i am > i was,2018-12-21,0.837,0.636,1,-7.643,1,0.086,0.0395,0.00125,0.342,0.274,145.972,288624,4,"['atl hip hop', 'hip hop', 'rap']"
Taylor Swift Featuring Brendon Urie,ME!,2019,1jIp7CChnwdj9zUCvPxzQ7,ME! (Live From Paris),2020-05-17,0.545,0.935,0,-6.584,1,0.0456,0.0428,0.000514,0.976,0.552,91.014,213027,4,[]
Bad Bunny Featuring Drake,MIA,2019,7CjJb2mikwAWA1V6kewFBF,X 100PRE,2018-12-23,0.816,0.538,6,-6.354,0,0.0617,0.0142,0.000496,0.099,0.156,97.054,210368,4,[]
Polo G Featuring Lil Tjay,Pop Out,2019,26ztFK3E69j5THJQdyxC5w,Die A Legend,2019-06-07,0.772,0.639,1,-7.119,1,0.467,0.15,0.0,0.0698,0.261,168.112,166560,4,"['chicago rap', 'rap']"
Luke Combs,Beautiful Crazy,2019,53Oa5Bu0UTU8o8qCTaHKoz,This One's for You Too (Deluxe Edition),2018-06-01,0.551,0.402,11,-7.431,1,0.0262,0.676,0.0,0.0928,0.382,103.313,193200,4,"['contemporary country', 'country']"
Blueface,Thotiana,2019,4f3xh6cp33tAaQVXEar0Cj,Famous Cryp,2018-12-18,0.906,0.382,10,-12.89,0,0.269,0.18,0.0,0.113,0.391,104.025,129264,4,"['cali rap', 'rap', 'trap']"
Juice WRLD,Lucid Dreams,2019,6tkjU4Umpo79wwkgPMV3nZ,Goodbye & Good Riddance,2018-12-10,0.511,0.566,6,-7.23,0,0.2,0.349,0.0,0.34,0.218,83.903,239836,4,"['chicago rap', 'melodic rap', 'rap']"
Sheck Wes,Mo Bamba,2019,15Id9Jrqab8IwHFirdrrLp,MUDBOY,2018-10-05,0.729,0.625,4,-5.266,1,0.0315,0.194,0.00986,0.248,0.261,146.034,183907,4,"['pop rap', 'rap', 'trap']"
Ed Sheeran Featuring Khalid,Beautiful People,2019,3oIFxDIo2fwuk4lwCmFZCx,No.6 Collaborations Project,2019-07-12,0.64,0.647,5,-8.114,0,0.186,0.124,0.0,0.0801,0.546,92.979,197867,4,"['pop', 'pop r&b']"
Gucci Mane X Bruno Mars X Kodak Black,Wake Up In The Sky,2019,073QZ4phEt5K3JR5XeTUGm,Rap XL,2022-06-24,0.799,0.579,4,-5.144,0,0.0487,0.00381,0.0,0.367,0.363,142.987,203161,4,"['atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Morgan Wallen,Whiskey Glasses,2019,1IR2nlwX6YVTXXeu2qzoWO,If I Know Me,2018-04-27,0.614,0.68,6,-4.58,1,0.0289,0.369,1.84e-06,0.115,0.707,149.959,234347,4,['contemporary country']
Blake Shelton,God's Country,2019,5b92Q0wcU49AnhBmu3IxOx,God's Country,2019-03-29,0.538,0.752,10,-5.106,1,0.0396,0.0608,5.39e-06,0.118,0.217,139.984,205107,4,"['classic oklahoma country', 'contemporary country', 'country', 'country road', 'modern country rock']"
Dean Lewis,Be Alright,2019,61G7KL6rpj167r6H4CzS8C,A Place We Knew,2019-03-22,0.551,0.537,11,-7.595,1,0.034,0.705,0.0,0.0802,0.493,126.421,196493,4,"['australian pop', 'pop']"
Mustard & Migos,Pure Water,2019,6oDWgYK83Z5hRSxxvYSO27,GNARKILL,2003-01-01,0.468,0.963,11,-3.695,0,0.113,0.123,0.0,0.387,0.644,101.752,131120,4,"['cali rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Blanco Brown,The Git Up,2019,2oxv6Q0GYUkYqz2dhUKo12,Honeysuckle & Lightning Bugs,2019-10-10,0.847,0.678,9,-8.635,1,0.109,0.0669,0.0,0.274,0.811,97.984,200594,4,"['black americana', 'country rap']"
"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",Taki Taki,2019,2rqjmynngV4AmGoL1ZEuwM,Peace Is The Mission,2015-06-01,0.723,0.809,7,-3.081,0,0.0625,0.00346,0.00123,0.565,0.274,98.007,176561,4,"['acid house', 'chicago house', 'classic house', 'deep house', 'disco house']"
Ellie Goulding X Diplo Featuring Swae Lee,Close To Me,2019,7hCfgsycCFH4bBjEfUwh3S,Brightest Blue,2020-07-17,0.572,0.75,1,-5.042,0,0.0604,0.0946,0.0,0.378,0.475,144.081,182627,4,"['melodic rap', 'rap', 'trap']"
Calboy,Envy Me,2019,6gH6TAkytLzyXYiTbJQL0O,Wildboy,2019-05-31,0.74,0.488,1,-7.664,0,0.27,0.234,0.0,0.241,0.584,149.042,120133,4,"['chicago rap', 'melodic rap']"
Lauren Daigle,You Say,2019,6pmoTLfsPpn0wisT3YFJSN,Look Up Child,2018-09-07,0.494,0.632,5,-6.89,1,0.0342,0.682,0.0,0.0869,0.0797,147.873,274693,4,"['ccm', 'christian alternative rock', 'christian music']"
Panic! At The Disco,"Hey Look Ma, I Made It",2019,6ApYSpXF8GxZAgBTHDzYge,Pray for the Wicked,2018-06-22,0.577,0.833,5,-3.337,1,0.0695,0.0137,0.0,0.121,0.58,107.936,169667,4,"['modern rock', 'pop']"
Post Malone,Circles,2019,4g1ZRSobMefqF6nelkgibi,Hollywood's Bleeding,2019-09-06,0.695,0.762,0,-3.497,1,0.0395,0.192,0.00244,0.0863,0.553,120.042,215280,4,"['dfw rap', 'melodic rap', 'pop', 'rap']"
Luke Combs,Beer Never Broke My Heart,2019,0S9D5NIDp2YXhYwlvuJzqx,What You See Is What You Get,2019-11-08,0.538,0.863,1,-4.483,1,0.0481,0.0139,0.0,0.0874,0.637,77.001,186733,4,"['contemporary country', 'country']"
"Young Thug, J. Cole & Travis Scott",The London,2019,7IKkHmEk4It4cRdOYanyvW,Punk,2021-10-15,0.707,0.442,0,-10.395,0,0.339,0.0698,0.0,0.106,0.344,81.021,220413,4,"['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'rap', 'trap']"
Daddy Yankee & Katy Perry Featuring Snow,Con Calma,2019,2rNUIqPFIbq5bSH46jHUZy,Barrio Fino En Directo,2005-01-01,0.696,0.858,9,-5.155,1,0.0859,0.0727,3.19e-06,0.0631,0.533,176.061,188627,4,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']"
YNW Melly,Murder On My Mind,2019,7naY6j4wcgUxfHB98G79CW,I AM YOU,2018-08-03,0.759,0.73,0,-7.985,0,0.0516,0.145,3.06e-06,0.11,0.74,115.007,268434,4,"['melodic rap', 'rap']"
Billie Eilish,When The Party's Over,2019,0S0KGZnfBGSIssfF54WSJh,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2019-03-29,0.367,0.111,4,-14.084,1,0.0972,0.978,3.97e-05,0.0897,0.198,82.642,196077,4,"['art pop', 'pop']"
City Girls,Act Up,2019,6zzs0HMzEPRotJaEJe8uwJ,Girl Code,2018-11-16,0.938,0.638,8,-4.713,1,0.189,0.0167,0.0,0.111,0.313,97.075,158332,4,"['scam rap', 'trap queen']"
"Cardi B, Bad Bunny & J Balvin",I Like It,2019,4KdtEKjY3Gi0mKiSdy96ML,Invasion of Privacy,2018-04-06,0.816,0.726,5,-3.998,0,0.129,0.099,0.0,0.372,0.65,136.048,253390,4,[]
SHAED,Trampoline,2019,5wg6T8bCVnRk3ToKy0yXG5,Melt (Deluxe),2019-12-27,0.619,0.459,7,-5.782,0,0.0334,0.56,0.0,0.137,0.498,126.803,184280,4,['electropop']
Flipp Dinero,Leave Me Alone,2019,3zMEkZNzS5yJDcnqPhIk10,LOVE FOR GUALA,2019-11-22,0.792,0.743,7,-2.806,1,0.0851,0.107,0.0,0.183,0.742,150.024,195637,4,"['melodic rap', 'trap']"
Ariana Grande,Breathin,2019,3tx8gQqWbGwqIGZHqDNrGe,Sweetener,2018-08-17,0.568,0.656,8,-5.413,1,0.0433,0.0211,1.37e-05,0.213,0.364,100.049,198160,4,['pop']
Billie Eilish,Bury A Friend,2019,0S0KGZnfBGSIssfF54WSJh,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2019-03-29,0.905,0.389,8,-14.505,1,0.332,0.74,0.162,0.106,0.196,120.046,193143,4,"['art pop', 'pop']"
Lil Baby,Close Friends,2019,2yXnY2NiaZk9QiJJittS81,Drip Harder,2018-10-05,0.676,0.578,10,-4.669,0,0.375,0.0509,0.0,0.0796,0.698,158.896,203881,4,"['atl hip hop', 'atl trap', 'rap', 'trap']"
Pinkfong,Baby Shark,2019,1S7mumn7D4riEX2gVWYgPO,Pinkfong Animal Songs,2017-07-27,0.829,0.886,8,-1.746,1,0.112,0.259,0.0,0.0559,0.777,115.056,80927,4,"['cartoon', ""children's music"", 'dong-yo']"
Saweetie,My Type,2019,7mdpibDh6Sec6o6zItcSEH,ICY,2019-03-29,0.899,0.811,2,-6.294,1,0.258,0.000677,0.0,0.0672,0.587,105.038,126446,4,"['cali rap', 'trap queen']"
YK Osiris,Worth It,2019,52iN0AN48yBH5pF6C65ZmI,The Golden Child,2019-10-11,0.749,0.535,5,-4.054,0,0.0638,0.517,0.0,0.0942,0.459,124.008,189253,5,"['melodic rap', 'trap']"
Jonas Brothers,Only Human,2019,1Uf67JAtkVWfdydzFFqNF2,Happiness Begins,2019-06-07,0.795,0.496,0,-5.883,1,0.0722,0.108,0.0,0.0645,0.874,94.01,183000,4,"['boy band', 'pop']"
Luke Bryan,Knockin' Boots,2019,0wnaUYW25dVLAzk41fp1Ez,Born Here Live Here Die Here,2020-08-07,0.728,0.682,2,-3.749,1,0.218,0.127,0.0,0.337,0.643,131.901,200067,4,"['contemporary country', 'country', 'country road', 'modern country rock']"
Ella Mai,Trip,2019,67ErXRS9s9pVG8JmFbrdJ0,Ella Mai,2018-10-12,0.477,0.61,11,-5.628,0,0.144,0.225,0.0,0.107,0.358,79.882,213993,4,"['r&b', 'rap', 'uk contemporary r&b']"
Lee Brice,Rumor,2019,3GyH4lUfzEkbxlaW5xTYYL,Lee Brice,2017-11-03,0.655,0.56,9,-6.857,1,0.0486,0.749,0.0,0.115,0.599,140.975,198440,4,"['contemporary country', 'country', 'country road', 'modern country rock']"
A Boogie Wit da Hoodie Featuring 6ix9ine,Swervin,2019,3r5hf3Cj3EMh1C2saQ8jyt,Hoodie SZN,2018-12-21,0.581,0.662,9,-5.239,1,0.303,0.0153,0.0,0.111,0.434,93.023,189487,4,"['melodic rap', 'rap', 'trap']"
Sam Smith,How Do You Sleep?,2019,7baaCf70tVcUBL2bbkuXjo,How Do You Sleep?,2019-07-19,0.477,0.682,1,-4.931,0,0.0925,0.153,0.0,0.0763,0.345,110.567,202205,5,"['pop', 'uk pop']"
Lil Baby & DaBaby,Baby,2019,750APP0eKVlcgOxaZnBnVt,Too Hard,2017-12-01,0.877,0.517,2,-5.426,0,0.0706,0.217,0.0,0.143,0.255,119.996,162053,4,"['atl hip hop', 'atl trap', 'rap', 'trap']"
Thomas Rhett,Look What God Gave Her,2019,5gnWhEFNbtCn0RLG2cp90g,Center Point Road,2019-05-31,0.739,0.85,2,-3.966,1,0.0308,0.0272,0.0,0.181,0.883,113.0,168960,4,"['contemporary country', 'country', 'country road', 'modern country rock']"
Kane Brown,Good As You,2019,4yf4bD1iM96hBH6aIc6SaF,Experiment Extended,2019-11-01,0.626,0.516,8,-6.05,1,0.0388,0.4,0.0,0.142,0.769,153.653,192053,4,"['black americana', 'contemporary country', 'country', 'country road']"
Offset Featuring Cardi B,Clout,2019,6bPpXqJRpjwy0hLyUGtzYc,FATHER OF 4,2019-02-22,0.919,0.622,1,-7.384,1,0.0997,0.228,4.24e-06,0.122,0.424,140.022,205803,4,"['atl hip hop', 'rap', 'trap']"
Khalid & Normani,Love Lies,2019,2Qxc2NJ7yPKVFRWi3llRr2,Suncity,2018-10-18,0.596,0.552,0,-10.278,0,0.097,0.0765,0.334,0.104,0.112,97.949,229320,4,"['pop', 'pop r&b']"
Marshmello & Kane Brown,One Thing Right,2019,7ePC9qS9mSOTY9E0YPP6yg,Alone,2016-05-13,0.631,0.953,2,-3.739,1,0.0343,0.0241,0.0155,0.108,0.422,141.99,273803,4,"['brostep', 'edm', 'pop', 'progressive electro house']"
Megan Thee Stallion Featuring DaBaby,Cash Shit,2019,5WLquTz7nUnsHCj80b6wci,Fever,2019-05-17,0.921,0.635,1,-4.904,1,0.416,0.0218,0.0,0.0946,0.549,130.028,192540,4,"['houston rap', 'pop', 'r&b', 'rap', 'trap queen']"
Dan + Shay,Tequila,2019,0g1F5eGVwX4Sxi1n8ojPkE,Dan + Shay,2018-06-22,0.489,0.581,11,-5.731,1,0.0281,0.0312,0.0,0.132,0.494,86.016,196747,4,"['contemporary country', 'country', 'country road']"
NLE Choppa,Shotta Flow,2019,2YLXtJqmE4SBA64IV099xr,Shotta Flow 7 (feat. Lil Mabu) [Remix],2024-02-22,0.927,0.653,2,-8.009,1,0.0687,0.00524,0.209,0.119,0.0624,120.001,180129,4,"['memphis hip hop', 'rap']"
"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign",Hot Girl Summer,2019,2Xqs4kJBrZAHN1XVqy9QOK,Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),2019-08-09,0.872,0.814,0,-4.568,1,0.155,0.00485,1.96e-06,0.214,0.57,98.985,199427,4,"['houston rap', 'pop', 'r&b', 'rap', 'trap queen']"
Florida Georgia Line,Talk You Out Of It,2019,64nhe9s692yKECAoMcEQ8U,Can't Say I Ain't Country,2019-02-15,0.651,0.708,4,-4.791,1,0.0376,0.582,0.0,0.0796,0.558,119.964,202920,4,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']"
Bazzi Featuring Camila Cabello,Beautiful,2019,6hCR3zQtRH0IgookOYt771,Beautiful (feat. Camila Cabello),2018-08-02,0.638,0.717,2,-4.722,1,0.0337,0.346,0.0,0.105,0.249,100.027,180000,4,['pop']
Chase Rice,Eyes On You,2019,2jynxUXDGPBkMgbXhL3KGQ,Lambs & Lions,2017-11-17,0.34,0.652,9,-6.982,1,0.0427,0.323,0.0,0.201,0.464,88.783,182493,4,"['contemporary country', 'country', 'country road', 'modern country rock']"
Dan + Shay,All To Myself,2019,0g1F5eGVwX4Sxi1n8ojPkE,Dan + Shay,2018-06-22,0.646,0.781,1,-4.616,1,0.0313,0.208,0.0,0.125,0.565,94.975,169920,4,"['contemporary country', 'country', 'country road']"
Ariana Grande & Social House,Boyfriend,2019,5EYKrEDnKhhcNxGedaRQeK,eternal sunshine,2024-03-08,0.645,0.663,5,-8.305,1,0.0447,0.0657,3.18e-05,0.0751,0.287,115.83,228639,4,['pop']
P!nk,Walk Me Home,2019,0hgt3tZlHEGukN56ueTGcL,Hurts 2B Human,2019-04-25,0.652,0.453,1,-6.119,1,0.0445,0.0519,0.0,0.179,0.432,88.038,177391,3,"['dance pop', 'pop']"
Juice WRLD,Robbery,2019,1btu0SV2DOI5HoFsvUd78F,Death Race For Love (Bonus Track Version),2019-03-08,0.623,0.692,2,-5.122,1,0.0504,0.328,0.0,0.153,0.566,79.899,240051,4,"['chicago rap', 'melodic rap', 'rap']"
The Weeknd,Blinding Lights,2020,4yP0hdKOZPNshxUOjY0cZj,After Hours,2020-03-20,0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,200040,4,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Post Malone,Circles,2020,4g1ZRSobMefqF6nelkgibi,Hollywood's Bleeding,2019-09-06,0.695,0.762,0,-3.497,1,0.0395,0.192,0.00244,0.0863,0.553,120.042,215280,4,"['dfw rap', 'melodic rap', 'pop', 'rap']"
Roddy Ricch,The Box,2020,52u4anZbHd6UInnmHRFzba,Please Excuse Me for Being Antisocial,2019-12-06,0.896,0.586,10,-6.687,0,0.0559,0.104,0.0,0.79,0.642,116.971,196653,4,"['melodic rap', 'rap', 'trap']"
Dua Lipa,Don't Start Now,2020,7fJJK56U9fHixgO0HQkhtI,Future Nostalgia,2020-03-27,0.793,0.793,11,-4.521,0,0.083,0.0123,0.0,0.0951,0.679,123.95,183290,4,"['dance pop', 'pop', 'uk pop']"
DaBaby Featuring Roddy Ricch,Rockstar,2020,623PL2MBg50Br5dLXC9E9e,BLAME IT ON BABY,2020-04-17,0.746,0.69,11,-7.956,1,0.164,0.247,0.0,0.101,0.497,89.977,181733,4,"['hip hop', 'north carolina hip hop', 'pop rap', 'rap', 'trap']"
Harry Styles,Adore You,2020,7xV2TzoaVc0ycW7fwBwAml,Fine Line,2019-12-13,0.676,0.771,8,-3.675,1,0.0483,0.0237,7e-06,0.102,0.569,99.048,207133,4,['pop']
Future Featuring Drake,Life Is Good,2020,4bNPOFOzxGhF5jhfIK6lit,High Off Life,2020-05-15,0.795,0.574,2,-6.903,0,0.487,0.067,0.0,0.15,0.537,142.053,237918,4,"['alternative dance', 'art pop', 'baltimore indie', 'chamber pop', 'indie rock', 'indietronica', 'neo-synthpop', 'shimmer pop']"
Maroon 5,Memories,2020,1pCA38N6MkLlthXtAOvZTU,JORDI (Deluxe),2021-06-11,0.775,0.327,11,-7.241,1,0.0557,0.841,0.0,0.0821,0.595,91.05,189486,4,['pop']
Maren Morris,The Bones,2020,3XpxioqzCTiqOSuHTXuaGf,GIRL,2019-03-08,0.612,0.57,11,-6.642,0,0.0347,0.278,0.0,0.0963,0.334,77.004,197293,4,"['classic texas country', 'contemporary country']"
Lewis Capaldi,Someone You Loved,2020,5658aM19fA3JVwTK6eQX70,Divinely Uninspired To A Hellish Extent,2019-05-17,0.501,0.405,1,-5.679,1,0.0319,0.751,0.0,0.105,0.446,109.891,182161,4,"['pop', 'uk pop']"
Doja Cat,Say So,2020,1MmVkhiwTH0BkNOU3nw5d3,Hot Pink,2019-11-07,0.787,0.673,11,-4.583,0,0.159,0.264,3.35e-06,0.0904,0.779,110.962,237893,4,"['dance pop', 'pop']"
Gabby Barrett Featuring Charlie Puth,I Hope,2020,4Iqfx63CZhFGGIHiAvLxXY,Goldmine,2020-06-19,0.563,0.576,6,-6.495,1,0.0401,0.171,0.0,0.158,0.412,75.019,211605,4,['contemporary country']
"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",Whats Poppin,2020,6VCO0fDBGbRW8mCEvV95af,Lovin On Me,2023-11-10,0.943,0.558,2,-4.911,1,0.0568,0.0026,2.19e-06,0.0937,0.606,104.983,138411,4,"['deep underground hip hop', 'kentucky hip hop', 'pop rap', 'rap']"
Tones And I,Dance Monkey,2020,0UywfDKYlyiu1b38DRrzYD,Dance Monkey (Stripped Back) / Dance Monkey,2019-10-17,0.824,0.588,6,-6.4,0,0.0924,0.692,0.000104,0.149,0.513,98.027,209438,4,['australian pop']
Megan Thee Stallion Featuring Beyonce,Savage,2020,6M4VOF1ExBRii1x20Pk0GR,Savage Remix (feat. Beyoncé),2020-04-29,0.822,0.743,10,-4.772,0,0.28,0.016,0.0,0.127,0.636,84.459,242001,4,['acid techno']
Arizona Zervas,Roxanne,2020,6HJDrXs0hpebaRFKA1sF90,ROXANNE,2019-10-10,0.621,0.601,6,-5.616,0,0.148,0.0522,0.0,0.46,0.457,116.735,163636,5,"['indie pop rap', 'pop rap', 'rhode island rap']"
Justin Bieber Featuring Quavo,Intentions,2020,63iWSELt9V1kV6RSMxN7Ii,Changes,2020-02-14,0.806,0.546,9,-6.637,1,0.0575,0.3,0.0,0.102,0.874,147.986,212867,4,"['atl hip hop', 'melodic rap', 'rap', 'trap']"
Billie Eilish,Everything I Wanted,2020,4i3rAwPw7Ln2YrKDusaWyT,everything i wanted,2019-11-13,0.704,0.225,6,-14.454,0,0.0994,0.902,0.657,0.106,0.243,120.006,245426,4,"['art pop', 'pop']"
SAINt JHN,Roses,2020,7w3dPme8pmDgsKWGkcOk5f,While The World Was Burning,2020-11-20,0.785,0.721,8,-5.457,1,0.0506,0.0149,0.00432,0.285,0.894,121.962,176219,4,"['melodic rap', 'slap house']"
Harry Styles,Watermelon Sugar,2020,7xV2TzoaVc0ycW7fwBwAml,Fine Line,2019-12-13,0.548,0.816,0,-4.209,1,0.0465,0.122,0.0,0.335,0.557,95.39,174000,4,['pop']
Lewis Capaldi,Before You Go,2020,2wiPF3m0ylst0JSk1IvZL8,Divinely Uninspired To A Hellish Extent (Extended Edition),2019-11-22,0.459,0.575,3,-4.858,1,0.0573,0.604,0.0,0.0885,0.183,111.881,215107,4,"['pop', 'uk pop']"
Trevor Daniel,Falling,2020,0D7yJonn41qsrIQ7YdWk2z,Nicotine,2020-03-26,0.785,0.431,10,-8.756,0,0.0364,0.123,0.0,0.0887,0.236,127.085,159382,4,['melodic rap']
Dan + Shay & Justin Bieber,"10,000 Hours",2020,7L8IHgiomfEpxOm61vgPTm,Good Things,2021-08-13,0.741,0.499,11,-8.035,1,0.0356,0.23,0.0,0.125,0.692,103.96,144760,4,"['contemporary country', 'country', 'country road']"
Cardi B Featuring Megan Thee Stallion,WAP,2020,18p7y4EZ6KczLQlgHWya1g,Enough (Miami),2024-03-15,0.926,0.791,5,-4.553,1,0.273,0.00255,0.0,0.0772,0.473,139.166,158727,5,[]
Mustard & Roddy Ricch,Ballin',2020,6oDWgYK83Z5hRSxxvYSO27,GNARKILL,2003-01-01,0.468,0.963,11,-3.695,0,0.113,0.123,0.0,0.387,0.644,101.752,131120,4,"['cali rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
blackbear,Hot Girl Bummer,2020,4UxlLk460BnmQlRV3WiORh,everything means nothing,2020-08-21,0.782,0.559,6,-7.106,0,0.0767,0.125,0.0,0.385,0.685,129.992,188344,1,['pop']
Lil Mosey,Blueberry Faygo,2020,2a1AHCq835BXUcX1aTTWqQ,Certified Hitmaker,2020-02-06,0.774,0.554,0,-7.909,1,0.0383,0.207,0.0,0.132,0.349,99.034,162547,4,"['melodic rap', 'rap conscient']"
The Weeknd,Heartless,2020,4yP0hdKOZPNshxUOjY0cZj,After Hours,2020-03-20,0.537,0.746,10,-5.507,0,0.15,0.0236,1.01e-06,0.156,0.252,170.062,198267,4,"['canadian contemporary r&b', 'canadian pop', 'pop']"
DaBaby,BOP,2020,1NsTSXjVNE7XmZ8PmyW0wl,KIRK,2019-09-27,0.769,0.787,11,-3.909,1,0.367,0.189,0.0,0.129,0.836,126.77,159715,4,"['hip hop', 'north carolina hip hop', 'pop rap', 'rap', 'trap']"
Selena Gomez,Lose You To Love Me,2020,3YPFaTR7WMi1Hd4NVKdCJx,Rare,2020-01-10,0.488,0.343,4,-8.985,1,0.0436,0.556,0.0,0.21,0.0978,102.819,206459,4,"['pop', 'post-teen pop']"
Lizzo,Good As Hell,2020,7hBV0wo7cDHZQLYnuOJ312,Cuz I Love You (Super Deluxe),2019-04-17,0.682,0.919,0,-3.18,0,0.0875,0.256,0.0,0.442,0.535,95.982,159736,4,"['escape room', 'minnesota hip hop', 'pop', 'trap queen']"
Drake,Toosie Slide,2020,3xIwVbGJuAcovYIhzbLO3J,Toosie Slide,2020-04-03,0.834,0.454,1,-9.75,0,0.201,0.321,6.15e-06,0.114,0.837,81.618,247059,4,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
Dua Lipa,Break My Heart,2020,7fJJK56U9fHixgO0HQkhtI,Future Nostalgia,2020-03-27,0.73,0.729,4,-3.434,0,0.0884,0.167,1.39e-06,0.349,0.467,113.011,221820,4,"['dance pop', 'pop', 'uk pop']"
Morgan Wallen,Chasin' You,2020,1IR2nlwX6YVTXXeu2qzoWO,If I Know Me,2018-04-27,0.631,0.591,7,-5.785,1,0.0277,0.657,0.0,0.11,0.489,97.074,205453,4,['contemporary country']
Jawsh 685 x Jason Derulo,Savage Love (Laxed - Siren Beat),2020,0dnmmbHWt1kH47FWDhwBHq,Savage Love (Laxed - Siren Beat),2020-06-09,0.795,0.48,3,-8.556,1,0.0688,0.243,0.0,0.271,0.723,149.919,171375,4,"['dance pop', 'pop']"
Chris Brown Featuring Drake,No Guidance,2020,1BfLzaTFI5qKsAAk0Ae6aV,Indigo,2019-06-28,0.696,0.454,1,-6.756,0,0.153,0.123,0.0,0.155,0.136,92.928,260640,4,"['r&b', 'rap']"
Camila Cabello Featuring DaBaby,My Oh My,2020,3Vsbl0diFGw8HNSjG8ue9m,Romance,2019-12-06,0.724,0.491,8,-6.024,1,0.0296,0.018,1.29e-05,0.0887,0.383,105.046,170746,4,"['dance pop', 'pop']"
BTS,Dynamite,2020,6nYfHQnvkvOTNHnOhDT3sr,BE,2020-11-20,0.746,0.765,6,-4.41,0,0.0993,0.0112,0.0,0.0936,0.737,114.044,199054,4,"['k-pop', 'k-pop boy group', 'pop']"
Chris Brown & Young Thug,Go Crazy,2020,3okhA6w5uau6ZNhnVpwVww,Indigo (Extended),2019-10-04,0.733,0.69,9,-5.529,0,0.0427,0.0635,1.18e-06,0.105,0.31,116.992,184613,4,"['r&b', 'rap']"
Roddy Ricch Featuring Mustard,High Fashion,2020,52u4anZbHd6UInnmHRFzba,Please Excuse Me for Being Antisocial,2019-12-06,0.831,0.499,11,-8.442,0,0.114,0.269,0.0,0.3,0.511,97.956,220487,4,"['melodic rap', 'rap', 'trap']"
Drake Featuring Lil Durk,Laugh Now Cry Later,2020,5kTMOuwOinoSq1s9LjalgO,Laugh Now Cry Later (Originally Performed by Drake and Lil Durg) [Karaoke],2020-08-15,0.66,0.231,9,-17.007,0,0.0456,0.834,0.859,0.0931,0.285,133.996,261225,4,[]
